lon,lat
-67.3,-9.225
-67.8,-9.225
-68.3,-9.225
-68.8,-9.225
-69.3,-9.225
-69.8,-9.225
-70.3,-9.225
-70.8,-9.225
-71.3,-9.225
-71.8,-9.225
-72.3,-9.225
-72.8,-9.225
-36.3,-9.725
-36.8,-9.725
-37.3,-9.725
-37.8,-9.725
-38.3,-9.725
-38.8,-9.725
-39.3,-9.725
-39.8,-9.725
-40.3,-9.725
-40.8,-9.725
-41.3,-9.725
-41.8,-9.725
-42.3,-9.725
-42.8,-9.725
-43.3,-9.725
-43.8,-9.725
-44.3,-9.725
-44.8,-9.725
-45.3,-9.725
-45.8,-9.725
-46.3,-9.725
-46.8,-9.725
-47.3,-9.725
-47.8,-9.725
-48.3,-9.725
-48.8,-9.725
-49.3,-9.725
-49.8,-9.725
-50.3,-9.725
-50.8,-9.725
-51.3,-9.725
-51.8,-9.725
-52.3,-9.725
-52.8,-9.725
-53.3,-9.725
-53.8,-9.725
-54.3,-9.725
-54.8,-9.725
-55.3,-9.725
-55.8,-9.725
-56.3,-9.725
-56.8,-9.725
-57.3,-9.725
-57.8,-9.725
-58.3,-9.725
-58.8,-9.725
-59.3,-9.725
-59.8,-9.725
-60.3,-9.725
-60.8,-9.725
-61.3,-9.725
-61.8,-9.725
-62.3,-9.725
-62.8,-9.725
-63.3,-9.725
-63.8,-9.725
-64.3,-9.725
-64.8,-9.725
-65.3,-9.725
-65.8,-9.725
-66.3,-9.725
-66.8,-9.725
-67.3,-9.725
-67.8,-9.725
-68.3,-9.725
-68.8,-9.725
-69.3,-9.725
-69.8,-9.725
-70.3,-9.725
-71.3,-9.725
-71.8,-9.725
-36.3,-10.225
-36.8,-10.225
-37.3,-10.225
-37.8,-10.225
-38.3,-10.225
-38.8,-10.225
-39.3,-10.225
-39.8,-10.225
-40.3,-10.225
-40.8,-10.225
-41.3,-10.225
-41.8,-10.225
-42.3,-10.225
-42.8,-10.225
-43.3,-10.225
-43.8,-10.225
-44.3,-10.225
-44.8,-10.225
-45.3,-10.225
-45.8,-10.225
-46.3,-10.225
-46.8,-10.225
-47.3,-10.225
-47.8,-10.225
-48.3,-10.225
-48.8,-10.225
-49.3,-10.225
-49.8,-10.225
-50.3,-10.225
-50.8,-10.225
-51.3,-10.225
-51.8,-10.225
-52.3,-10.225
-52.8,-10.225
-53.3,-10.225
-53.8,-10.225
-54.3,-10.225
-54.8,-10.225
-55.3,-10.225
-55.8,-10.225
-56.3,-10.225
-56.8,-10.225
-57.3,-10.225
-57.8,-10.225
-58.3,-10.225
-58.8,-10.225
-59.3,-10.225
-59.8,-10.225
-60.3,-10.225
-60.8,-10.225
-61.3,-10.225
-61.8,-10.225
-62.3,-10.225
-62.8,-10.225
-63.3,-10.225
-63.8,-10.225
-64.3,-10.225
-64.8,-10.225
-67.3,-10.225
-67.8,-10.225
-68.3,-10.225
-68.8,-10.225
-69.3,-10.225
-69.8,-10.225
-70.3,-10.225
-37.3,-10.725
-37.8,-10.725
-38.3,-10.725
-38.8,-10.725
-39.3,-10.725
-39.8,-10.725
-40.3,-10.725
-40.8,-10.725
-41.3,-10.725
-41.8,-10.725
-42.3,-10.725
-42.8,-10.725
-43.3,-10.725
-43.8,-10.725
-44.3,-10.725
-44.8,-10.725
-45.3,-10.725
-45.8,-10.725
-46.3,-10.725
-46.8,-10.725
-47.3,-10.725
-47.8,-10.725
-48.3,-10.725
-48.8,-10.725
-49.3,-10.725
-49.8,-10.725
-50.3,-10.725
-50.8,-10.725
-51.3,-10.725
-51.8,-10.725
-52.3,-10.725
-52.8,-10.725
-53.3,-10.725
-53.8,-10.725
-54.3,-10.725
-54.8,-10.725
-55.3,-10.725
-55.8,-10.725
-56.3,-10.725
-56.8,-10.725
-57.3,-10.725
-57.8,-10.725
-58.3,-10.725
-58.8,-10.725
-59.3,-10.725
-59.8,-10.725
-60.3,-10.725
-60.8,-10.725
-61.3,-10.725
-61.8,-10.725
-62.3,-10.725
-62.8,-10.725
-63.3,-10.725
-63.8,-10.725
-64.3,-10.725
-64.8,-10.725
-65.3,-10.725
-68.3,-10.725
-68.8,-10.725
-69.3,-10.725
-69.8,-10.725
-70.3,-10.725
-37.3,-11.225
-37.8,-11.225
-38.3,-11.225
-38.8,-11.225
-39.3,-11.225
-39.8,-11.225
-40.3,-11.225
-40.8,-11.225
-41.3,-11.225
-41.8,-11.225
-42.3,-11.225
-42.8,-11.225
-43.3,-11.225
-43.8,-11.225
-44.3,-11.225
-44.8,-11.225
-45.3,-11.225
-45.8,-11.225
-46.3,-11.225
-46.8,-11.225
-47.3,-11.225
-47.8,-11.225
-48.3,-11.225
-48.8,-11.225
-49.3,-11.225
-49.8,-11.225
-50.3,-11.225
-50.8,-11.225
-51.3,-11.225
-51.8,-11.225
-52.3,-11.225
-52.8,-11.225
-53.3,-11.225
-53.8,-11.225
-54.3,-11.225
-54.8,-11.225
-55.3,-11.225
-55.8,-11.225
-56.3,-11.225
-56.8,-11.225
-57.3,-11.225
-57.8,-11.225
-58.3,-11.225
-58.8,-11.225
-59.3,-11.225
-59.8,-11.225
-60.3,-11.225
-60.8,-11.225
-61.3,-11.225
-61.8,-11.225
-62.3,-11.225
-62.8,-11.225
-63.3,-11.225
-63.8,-11.225
-64.3,-11.225
-64.8,-11.225
-65.3,-11.225
-37.8,-11.725
-38.3,-11.725
-38.8,-11.725
-39.3,-11.725
-39.8,-11.725
-40.3,-11.725
-40.8,-11.725
-41.3,-11.725
-41.8,-11.725
-42.3,-11.725
-42.8,-11.725
-43.3,-11.725
-43.8,-11.725
-44.3,-11.725
-44.8,-11.725
-45.3,-11.725
-45.8,-11.725
-46.3,-11.725
-46.8,-11.725
-47.3,-11.725
-47.8,-11.725
-48.3,-11.725
-48.8,-11.725
-49.3,-11.725
-49.8,-11.725
-50.3,-11.725
-50.8,-11.725
-51.3,-11.725
-51.8,-11.725
-52.3,-11.725
-52.8,-11.725
-53.3,-11.725
-53.8,-11.725
-54.3,-11.725
-54.8,-11.725
-55.3,-11.725
-55.8,-11.725
-56.3,-11.725
-56.8,-11.725
-57.3,-11.725
-57.8,-11.725
-58.3,-11.725
-58.8,-11.725
-59.3,-11.725
-59.8,-11.725
-60.3,-11.725
-60.8,-11.725
-61.3,-11.725
-61.8,-11.725
-62.3,-11.725
-62.8,-11.725
-63.3,-11.725
-63.8,-11.725
-64.3,-11.725
-64.8,-11.725
-37.8,-12.225
-38.3,-12.225
-38.8,-12.225
-39.3,-12.225
-39.8,-12.225
-40.3,-12.225
-40.8,-12.225
-41.3,-12.225
-41.8,-12.225
-42.3,-12.225
-42.8,-12.225
-43.3,-12.225
-43.8,-12.225
-44.3,-12.225
-44.8,-12.225
-45.3,-12.225
-45.8,-12.225
-46.3,-12.225
-46.8,-12.225
-47.3,-12.225
-47.8,-12.225
-48.3,-12.225
-48.8,-12.225
-49.3,-12.225
-49.8,-12.225
-50.3,-12.225
-50.8,-12.225
-51.3,-12.225
-51.8,-12.225
-52.3,-12.225
-52.8,-12.225
-53.3,-12.225
-53.8,-12.225
-54.3,-12.225
-54.8,-12.225
-55.3,-12.225
-55.8,-12.225
-56.3,-12.225
-56.8,-12.225
-57.3,-12.225
-57.8,-12.225
-58.3,-12.225
-58.8,-12.225
-59.3,-12.225
-59.8,-12.225
-60.3,-12.225
-60.8,-12.225
-61.3,-12.225
-61.8,-12.225
-62.3,-12.225
-62.8,-12.225
-63.3,-12.225
-63.8,-12.225
-64.3,-12.225
-38.3,-12.725
-38.8,-12.725
-39.3,-12.725
-39.8,-12.725
-40.3,-12.725
-40.8,-12.725
-41.3,-12.725
-41.8,-12.725
-42.3,-12.725
-42.8,-12.725
-43.3,-12.725
-43.8,-12.725
-44.3,-12.725
-44.8,-12.725
-45.3,-12.725
-45.8,-12.725
-46.3,-12.725
-46.8,-12.725
-47.3,-12.725
-47.8,-12.725
-48.3,-12.725
-48.8,-12.725
-49.3,-12.725
-49.8,-12.725
-50.3,-12.725
-50.8,-12.725
-51.3,-12.725
-51.8,-12.725
-52.3,-12.725
-52.8,-12.725
-53.3,-12.725
-53.8,-12.725
-54.3,-12.725
-54.8,-12.725
-55.3,-12.725
-55.8,-12.725
-56.3,-12.725
-56.8,-12.725
-57.3,-12.725
-57.8,-12.725
-58.3,-12.725
-58.8,-12.725
-59.3,-12.725
-59.8,-12.725
-60.3,-12.725
-60.8,-12.725
-61.3,-12.725
-61.8,-12.725
-62.3,-12.725
-62.8,-12.725
-39.3,-13.225
-39.8,-13.225
-40.3,-13.225
-40.8,-13.225
-41.3,-13.225
-41.8,-13.225
-42.3,-13.225
-42.8,-13.225
-43.3,-13.225
-43.8,-13.225
-44.3,-13.225
-44.8,-13.225
-45.3,-13.225
-45.8,-13.225
-46.3,-13.225
-46.8,-13.225
-47.3,-13.225
-47.8,-13.225
-48.3,-13.225
-48.8,-13.225
-49.3,-13.225
-49.8,-13.225
-50.3,-13.225
-50.8,-13.225
-51.3,-13.225
-51.8,-13.225
-52.3,-13.225
-52.8,-13.225
-53.3,-13.225
-53.8,-13.225
-54.3,-13.225
-54.8,-13.225
-55.3,-13.225
-55.8,-13.225
-56.3,-13.225
-56.8,-13.225
-57.3,-13.225
-57.8,-13.225
-58.3,-13.225
-58.8,-13.225
-59.3,-13.225
-59.8,-13.225
-60.3,-13.225
-60.8,-13.225
-61.3,-13.225
-61.8,-13.225
-39.3,-13.725
-39.8,-13.725
-40.3,-13.725
-40.8,-13.725
-41.3,-13.725
-41.8,-13.725
-42.3,-13.725
-42.8,-13.725
-43.3,-13.725
-43.8,-13.725
-44.3,-13.725
-44.8,-13.725
-45.3,-13.725
-45.8,-13.725
-46.3,-13.725
-46.8,-13.725
-47.3,-13.725
-47.8,-13.725
-48.3,-13.725
-48.8,-13.725
-49.3,-13.725
-49.8,-13.725
-50.3,-13.725
-50.8,-13.725
-51.3,-13.725
-51.8,-13.725
-52.3,-13.725
-52.8,-13.725
-53.3,-13.725
-53.8,-13.725
-54.3,-13.725
-54.8,-13.725
-55.3,-13.725
-55.8,-13.725
-56.3,-13.725
-56.8,-13.725
-57.3,-13.725
-57.8,-13.725
-58.3,-13.725
-58.8,-13.725
-59.3,-13.725
-59.8,-13.725
-60.3,-13.725
-39.3,-14.225
-39.8,-14.225
-40.3,-14.225
-40.8,-14.225
-41.3,-14.225
-41.8,-14.225
-42.3,-14.225
-42.8,-14.225
-43.3,-14.225
-43.8,-14.225
-44.3,-14.225
-44.8,-14.225
-45.3,-14.225
-45.8,-14.225
-46.3,-14.225
-46.8,-14.225
-47.3,-14.225
-47.8,-14.225
-48.3,-14.225
-48.8,-14.225
-49.3,-14.225
-49.8,-14.225
-50.3,-14.225
-50.8,-14.225
-51.3,-14.225
-51.8,-14.225
-52.3,-14.225
-52.8,-14.225
-53.3,-14.225
-53.8,-14.225
-54.3,-14.225
-54.8,-14.225
-55.3,-14.225
-55.8,-14.225
-56.3,-14.225
-56.8,-14.225
-57.3,-14.225
-57.8,-14.225
-58.3,-14.225
-58.8,-14.225
-59.3,-14.225
-59.8,-14.225
-60.3,-14.225
-39.3,-14.725
-39.8,-14.725
-40.3,-14.725
-40.8,-14.725
-41.3,-14.725
-41.8,-14.725
-42.3,-14.725
-42.8,-14.725
-43.3,-14.725
-43.8,-14.725
-44.3,-14.725
-44.8,-14.725
-45.3,-14.725
-45.8,-14.725
-46.3,-14.725
-46.8,-14.725
-47.3,-14.725
-47.8,-14.725
-48.3,-14.725
-48.8,-14.725
-49.3,-14.725
-49.8,-14.725
-50.3,-14.725
-50.8,-14.725
-51.3,-14.725
-51.8,-14.725
-52.3,-14.725
-52.8,-14.725
-53.3,-14.725
-53.8,-14.725
-54.3,-14.725
-54.8,-14.725
-55.3,-14.725
-55.8,-14.725
-56.3,-14.725
-56.8,-14.725
-57.3,-14.725
-57.8,-14.725
-58.3,-14.725
-58.8,-14.725
-59.3,-14.725
-59.8,-14.725
-39.3,-15.225
-39.8,-15.225
-40.3,-15.225
-40.8,-15.225
-41.3,-15.225
-41.8,-15.225
-42.3,-15.225
-42.8,-15.225
-43.3,-15.225
-43.8,-15.225
-44.3,-15.225
-44.8,-15.225
-45.3,-15.225
-45.8,-15.225
-46.3,-15.225
-46.8,-15.225
-47.3,-15.225
-47.8,-15.225
-48.3,-15.225
-48.8,-15.225
-49.3,-15.225
-49.8,-15.225
-50.3,-15.225
-50.8,-15.225
-51.3,-15.225
-51.8,-15.225
-52.3,-15.225
-52.8,-15.225
-53.3,-15.225
-53.8,-15.225
-54.3,-15.225
-54.8,-15.225
-55.3,-15.225
-55.8,-15.225
-56.3,-15.225
-56.8,-15.225
-57.3,-15.225
-57.8,-15.225
-58.3,-15.225
-58.8,-15.225
-59.3,-15.225
-59.8,-15.225
-60.3,-15.225
-39.3,-15.725
-39.8,-15.725
-40.3,-15.725
-40.8,-15.725
-41.3,-15.725
-41.8,-15.725
-42.3,-15.725
-42.8,-15.725
-43.3,-15.725
-43.8,-15.725
-44.3,-15.725
-44.8,-15.725
-45.3,-15.725
-45.8,-15.725
-46.3,-15.725
-46.8,-15.725
-47.3,-15.725
-47.8,-15.725
-48.3,-15.725
-48.8,-15.725
-49.3,-15.725
-49.8,-15.725
-50.3,-15.725
-50.8,-15.725
-51.3,-15.725
-51.8,-15.725
-52.3,-15.725
-52.8,-15.725
-53.3,-15.725
-53.8,-15.725
-54.3,-15.725
-54.8,-15.725
-55.3,-15.725
-55.8,-15.725
-56.3,-15.725
-56.8,-15.725
-57.3,-15.725
-57.8,-15.725
-58.3,-15.725
-58.8,-15.725
-59.3,-15.725
-59.8,-15.725
-39.3,-16.225
-39.8,-16.225
-40.3,-16.225
-40.8,-16.225
-41.3,-16.225
-41.8,-16.225
-42.3,-16.225
-42.8,-16.225
-43.3,-16.225
-43.8,-16.225
-44.3,-16.225
-44.8,-16.225
-45.3,-16.225
-45.8,-16.225
-46.3,-16.225
-46.8,-16.225
-47.3,-16.225
-47.8,-16.225
-48.3,-16.225
-48.8,-16.225
-49.3,-16.225
-49.8,-16.225
-50.3,-16.225
-50.8,-16.225
-51.3,-16.225
-51.8,-16.225
-52.3,-16.225
-52.8,-16.225
-53.3,-16.225
-53.8,-16.225
-54.3,-16.225
-54.8,-16.225
-55.3,-16.225
-55.8,-16.225
-56.3,-16.225
-56.8,-16.225
-57.3,-16.225
-57.8,-16.225
-58.3,-16.225
-58.8,-16.225
-59.3,-16.225
-59.8,-16.225
-39.3,-16.725
-39.8,-16.725
-40.3,-16.725
-40.8,-16.725
-41.3,-16.725
-41.8,-16.725
-42.3,-16.725
-42.8,-16.725
-43.3,-16.725
-43.8,-16.725
-44.3,-16.725
-44.8,-16.725
-45.3,-16.725
-45.8,-16.725
-46.3,-16.725
-46.8,-16.725
-47.3,-16.725
-47.8,-16.725
-48.3,-16.725
-48.8,-16.725
-49.3,-16.725
-49.8,-16.725
-50.3,-16.725
-50.8,-16.725
-51.3,-16.725
-51.8,-16.725
-52.3,-16.725
-52.8,-16.725
-53.3,-16.725
-53.8,-16.725
-54.3,-16.725
-54.8,-16.725
-55.3,-16.725
-55.8,-16.725
-56.3,-16.725
-56.8,-16.725
-57.3,-16.725
-57.8,-16.725
-58.3,-16.725
-39.3,-17.225
-39.8,-17.225
-40.3,-17.225
-40.8,-17.225
-41.3,-17.225
-41.8,-17.225
-42.3,-17.225
-42.8,-17.225
-43.3,-17.225
-43.8,-17.225
-44.3,-17.225
-44.8,-17.225
-45.3,-17.225
-45.8,-17.225
-46.3,-17.225
-46.8,-17.225
-47.3,-17.225
-47.8,-17.225
-48.3,-17.225
-48.8,-17.225
-49.3,-17.225
-49.8,-17.225
-50.3,-17.225
-50.8,-17.225
-51.3,-17.225
-51.8,-17.225
-52.3,-17.225
-52.8,-17.225
-53.3,-17.225
-53.8,-17.225
-54.3,-17.225
-54.8,-17.225
-55.3,-17.225
-55.8,-17.225
-56.3,-17.225
-56.8,-17.225
-57.3,-17.225
-57.8,-17.225
-58.3,-17.225
-39.3,-17.725
-39.8,-17.725
-40.3,-17.725
-40.8,-17.725
-41.3,-17.725
-41.8,-17.725
-42.3,-17.725
-42.8,-17.725
-43.3,-17.725
-43.8,-17.725
-44.3,-17.725
-44.8,-17.725
-45.3,-17.725
-45.8,-17.725
-46.3,-17.725
-46.8,-17.725
-47.3,-17.725
-47.8,-17.725
-48.3,-17.725
-48.8,-17.725
-49.3,-17.725
-49.8,-17.725
-50.3,-17.725
-50.8,-17.725
-51.3,-17.725
-51.8,-17.725
-52.3,-17.725
-52.8,-17.725
-53.3,-17.725
-53.8,-17.725
-54.3,-17.725
-54.8,-17.725
-55.3,-17.725
-55.8,-17.725
-56.3,-17.725
-56.8,-17.725
-57.3,-17.725
-39.8,-18.225
-40.3,-18.225
-40.8,-18.225
-41.3,-18.225
-41.8,-18.225
-42.3,-18.225
-42.8,-18.225
-43.3,-18.225
-43.8,-18.225
-44.3,-18.225
-44.8,-18.225
-45.3,-18.225
-45.8,-18.225
-46.3,-18.225
-46.8,-18.225
-47.3,-18.225
-47.8,-18.225
-48.3,-18.225
-48.8,-18.225
-49.3,-18.225
-49.8,-18.225
-50.3,-18.225
-50.8,-18.225
-51.3,-18.225
-51.8,-18.225
-52.3,-18.225
-52.8,-18.225
-53.3,-18.225
-53.8,-18.225
-54.3,-18.225
-54.8,-18.225
-55.3,-18.225
-55.8,-18.225
-56.3,-18.225
-56.8,-18.225
-57.3,-18.225
-39.8,-18.725
-40.3,-18.725
-40.8,-18.725
-41.3,-18.725
-41.8,-18.725
-42.3,-18.725
-42.8,-18.725
-43.3,-18.725
-43.8,-18.725
-44.3,-18.725
-44.8,-18.725
-45.3,-18.725
-45.8,-18.725
-46.3,-18.725
-46.8,-18.725
-47.3,-18.725
-47.8,-18.725
-48.3,-18.725
-48.8,-18.725
-49.3,-18.725
-49.8,-18.725
-50.3,-18.725
-50.8,-18.725
-51.3,-18.725
-51.8,-18.725
-52.3,-18.725
-52.8,-18.725
-53.3,-18.725
-53.8,-18.725
-54.3,-18.725
-54.8,-18.725
-55.3,-18.725
-55.8,-18.725
-56.3,-18.725
-56.8,-18.725
-57.3,-18.725
-39.8,-19.225
-40.3,-19.225
-40.8,-19.225
-41.3,-19.225
-41.8,-19.225
-42.3,-19.225
-42.8,-19.225
-43.3,-19.225
-43.8,-19.225
-44.3,-19.225
-44.8,-19.225
-45.3,-19.225
-45.8,-19.225
-46.3,-19.225
-46.8,-19.225
-47.3,-19.225
-47.8,-19.225
-48.3,-19.225
-48.8,-19.225
-49.3,-19.225
-49.8,-19.225
-50.3,-19.225
-50.8,-19.225
-51.3,-19.225
-51.8,-19.225
-52.3,-19.225
-52.8,-19.225
-53.3,-19.225
-53.8,-19.225
-54.3,-19.225
-54.8,-19.225
-55.3,-19.225
-55.8,-19.225
-56.3,-19.225
-56.8,-19.225
-57.3,-19.225
-57.8,-19.225
-40.3,-19.725
-40.8,-19.725
-41.3,-19.725
-41.8,-19.725
-42.3,-19.725
-42.8,-19.725
-43.3,-19.725
-43.8,-19.725
-44.3,-19.725
-44.8,-19.725
-45.3,-19.725
-45.8,-19.725
-46.3,-19.725
-46.8,-19.725
-47.3,-19.725
-47.8,-19.725
-48.3,-19.725
-48.8,-19.725
-49.3,-19.725
-49.8,-19.725
-50.3,-19.725
-50.8,-19.725
-51.3,-19.725
-51.8,-19.725
-52.3,-19.725
-52.8,-19.725
-53.3,-19.725
-53.8,-19.725
-54.3,-19.725
-54.8,-19.725
-55.3,-19.725
-55.8,-19.725
-56.3,-19.725
-56.8,-19.725
-57.3,-19.725
-57.8,-19.725
-40.3,-20.225
-40.8,-20.225
-41.3,-20.225
-41.8,-20.225
-42.3,-20.225
-42.8,-20.225
-43.3,-20.225
-43.8,-20.225
-44.3,-20.225
-44.8,-20.225
-45.3,-20.225
-45.8,-20.225
-46.3,-20.225
-46.8,-20.225
-47.3,-20.225
-47.8,-20.225
-48.3,-20.225
-48.8,-20.225
-49.3,-20.225
-49.8,-20.225
-50.3,-20.225
-50.8,-20.225
-51.3,-20.225
-51.8,-20.225
-52.3,-20.225
-52.8,-20.225
-53.3,-20.225
-53.8,-20.225
-54.3,-20.225
-54.8,-20.225
-55.3,-20.225
-55.8,-20.225
-56.3,-20.225
-56.8,-20.225
-57.3,-20.225
-57.8,-20.225
-40.8,-20.725
-41.3,-20.725
-41.8,-20.725
-42.3,-20.725
-42.8,-20.725
-43.3,-20.725
-43.8,-20.725
-44.3,-20.725
-44.8,-20.725
-45.3,-20.725
-45.8,-20.725
-46.3,-20.725
-46.8,-20.725
-47.3,-20.725
-47.8,-20.725
-48.3,-20.725
-48.8,-20.725
-49.3,-20.725
-49.8,-20.725
-50.3,-20.725
-50.8,-20.725
-51.3,-20.725
-51.8,-20.725
-52.3,-20.725
-52.8,-20.725
-53.3,-20.725
-53.8,-20.725
-54.3,-20.725
-54.8,-20.725
-55.3,-20.725
-55.8,-20.725
-56.3,-20.725
-56.8,-20.725
-57.3,-20.725
-57.8,-20.725
-41.3,-21.225
-41.8,-21.225
-42.3,-21.225
-42.8,-21.225
-43.3,-21.225
-43.8,-21.225
-44.3,-21.225
-44.8,-21.225
-45.3,-21.225
-45.8,-21.225
-46.3,-21.225
-46.8,-21.225
-47.3,-21.225
-47.8,-21.225
-48.3,-21.225
-48.8,-21.225
-49.3,-21.225
-49.8,-21.225
-50.3,-21.225
-50.8,-21.225
-51.3,-21.225
-51.8,-21.225
-52.3,-21.225
-52.8,-21.225
-53.3,-21.225
-53.8,-21.225
-54.3,-21.225
-54.8,-21.225
-55.3,-21.225
-55.8,-21.225
-56.3,-21.225
-56.8,-21.225
-57.3,-21.225
-57.8,-21.225
-41.3,-21.725
-41.8,-21.725
-42.3,-21.725
-42.8,-21.725
-43.3,-21.725
-43.8,-21.725
-44.3,-21.725
-44.8,-21.725
-45.3,-21.725
-45.8,-21.725
-46.3,-21.725
-46.8,-21.725
-47.3,-21.725
-47.8,-21.725
-48.3,-21.725
-48.8,-21.725
-49.3,-21.725
-49.8,-21.725
-50.3,-21.725
-50.8,-21.725
-51.3,-21.725
-51.8,-21.725
-52.3,-21.725
-52.8,-21.725
-53.3,-21.725
-53.8,-21.725
-54.3,-21.725
-54.8,-21.725
-55.3,-21.725
-55.8,-21.725
-56.3,-21.725
-56.8,-21.725
-57.3,-21.725
-57.8,-21.725
-41.8,-22.225
-42.3,-22.225
-42.8,-22.225
-43.3,-22.225
-43.8,-22.225
-44.3,-22.225
-44.8,-22.225
-45.3,-22.225
-45.8,-22.225
-46.3,-22.225
-46.8,-22.225
-47.3,-22.225
-47.8,-22.225
-48.3,-22.225
-48.8,-22.225
-49.3,-22.225
-49.8,-22.225
-50.3,-22.225
-50.8,-22.225
-51.3,-22.225
-51.8,-22.225
-52.3,-22.225
-52.8,-22.225
-53.3,-22.225
-53.8,-22.225
-54.3,-22.225
-54.8,-22.225
-55.3,-22.225
-55.8,-22.225
-56.8,-22.225
-42.3,-22.725
-42.8,-22.725
-43.3,-22.725
-43.8,-22.725
-44.3,-22.725
-44.8,-22.725
-45.3,-22.725
-45.8,-22.725
-46.3,-22.725
-46.8,-22.725
-47.3,-22.725
-47.8,-22.725
-48.3,-22.725
-48.8,-22.725
-49.3,-22.725
-49.8,-22.725
-50.3,-22.725
-50.8,-22.725
-51.3,-22.725
-51.8,-22.725
-52.3,-22.725
-52.8,-22.725
-53.3,-22.725
-53.8,-22.725
-54.3,-22.725
-54.8,-22.725
-55.3,-22.725
-44.8,-23.225
-45.3,-23.225
-45.8,-23.225
-46.3,-23.225
-46.8,-23.225
-47.3,-23.225
-47.8,-23.225
-48.3,-23.225
-48.8,-23.225
-49.3,-23.225
-49.8,-23.225
-50.3,-23.225
-50.8,-23.225
-51.3,-23.225
-51.8,-23.225
-52.3,-23.225
-52.8,-23.225
-53.3,-23.225
-53.8,-23.225
-54.3,-23.225
-54.8,-23.225
-55.3,-23.225
-45.8,-23.725
-46.3,-23.725
-46.8,-23.725
-47.3,-23.725
-47.8,-23.725
-48.3,-23.725
-48.8,-23.725
-49.3,-23.725
-49.8,-23.725
-50.3,-23.725
-50.8,-23.725
-51.3,-23.725
-51.8,-23.725
-52.3,-23.725
-52.8,-23.725
-53.3,-23.725
-53.8,-23.725
-54.3,-23.725
-54.8,-23.725
-55.3,-23.725
-47.3,-24.225
-47.8,-24.225
-48.3,-24.225
-48.8,-24.225
-49.3,-24.225
-49.8,-24.225
-50.3,-24.225
-50.8,-24.225
-51.3,-24.225
-51.8,-24.225
-52.3,-24.225
-52.8,-24.225
-53.3,-24.225
-53.8,-24.225
-54.3,-24.225
-47.8,-24.725
-48.3,-24.725
-48.8,-24.725
-49.3,-24.725
-49.8,-24.725
-50.3,-24.725
-50.8,-24.725
-51.3,-24.725
-51.8,-24.725
-52.3,-24.725
-52.8,-24.725
-53.3,-24.725
-53.8,-24.725
-54.3,-24.725
-48.3,-25.225
-48.8,-25.225
-49.3,-25.225
-49.8,-25.225
-50.3,-25.225
-50.8,-25.225
-51.3,-25.225
-51.8,-25.225
-52.3,-25.225
-52.8,-25.225
-53.3,-25.225
-53.8,-25.225
-54.3,-25.225
-48.8,-25.725
-49.3,-25.725
-49.8,-25.725
-50.3,-25.725
-50.8,-25.725
-51.3,-25.725
-51.8,-25.725
-52.3,-25.725
-52.8,-25.725
-53.3,-25.725
-53.8,-25.725
-48.8,-26.225
-49.3,-26.225
-49.8,-26.225
-50.3,-26.225
-50.8,-26.225
-51.3,-26.225
-51.8,-26.225
-52.3,-26.225
-52.8,-26.225
-53.3,-26.225
-48.8,-26.725
-49.3,-26.725
-49.8,-26.725
-50.3,-26.725
-50.8,-26.725
-51.3,-26.725
-51.8,-26.725
-52.3,-26.725
-52.8,-26.725
-53.3,-26.725
-48.8,-27.225
-49.3,-27.225
-49.8,-27.225
-50.3,-27.225
-50.8,-27.225
-51.3,-27.225
-51.8,-27.225
-52.3,-27.225
-52.8,-27.225
-53.3,-27.225
-53.8,-27.225
-48.8,-27.725
-49.3,-27.725
-49.8,-27.725
-50.3,-27.725
-50.8,-27.725
-51.3,-27.725
-51.8,-27.725
-52.3,-27.725
-52.8,-27.725
-53.3,-27.725
-53.8,-27.725
-54.3,-27.725
-54.8,-27.725
-48.8,-28.225
-49.3,-28.225
-49.8,-28.225
-50.3,-28.225
-50.8,-28.225
-51.3,-28.225
-51.8,-28.225
-52.3,-28.225
-52.8,-28.225
-53.3,-28.225
-53.8,-28.225
-54.3,-28.225
-54.8,-28.225
-55.3,-28.225
-49.3,-28.725
-49.8,-28.725
-50.3,-28.725
-50.8,-28.725
-51.3,-28.725
-51.8,-28.725
-52.3,-28.725
-52.8,-28.725
-53.3,-28.725
-53.8,-28.725
-54.3,-28.725
-54.8,-28.725
-55.3,-28.725
-55.8,-28.725
-49.8,-29.225
-50.3,-29.225
-50.8,-29.225
-51.3,-29.225
-51.8,-29.225
-52.3,-29.225
-52.8,-29.225
-53.3,-29.225
-53.8,-29.225
-54.3,-29.225
-54.8,-29.225
-55.3,-29.225
-55.8,-29.225
-56.3,-29.225
-50.3,-29.725
-50.8,-29.725
-51.3,-29.725
-51.8,-29.725
-52.3,-29.725
-52.8,-29.725
-53.3,-29.725
-53.8,-29.725
-54.3,-29.725
-54.8,-29.725
-55.3,-29.725
-55.8,-29.725
-56.3,-29.725
-56.8,-29.725
-50.3,-30.225
-50.8,-30.225
-51.3,-30.225
-51.8,-30.225
-52.3,-30.225
-52.8,-30.225
-53.3,-30.225
-53.8,-30.225
-54.3,-30.225
-54.8,-30.225
-55.3,-30.225
-55.8,-30.225
-56.3,-30.225
-57.3,-30.225
-50.8,-30.725
-51.3,-30.725
-51.8,-30.725
-52.3,-30.725
-52.8,-30.725
-53.3,-30.725
-53.8,-30.725
